State,Constituency,Votes,Percentage,Party,Candidate,latitude,longitude
West Bengal,Ghatal,717959,48.22,All India Trinamool Congress,ADHIKARI DEEPAK (DEV),23,87
West Bengal,Hooghly,671448,46.06,Bharatiya Janata Party,LOCKET CHATTERJEE,23,87
West Bengal,Howrah,576711,47.18,All India Trinamool Congress,Prasun Banerjee,23,87
West Bengal,Jadavpur,688472,47.91,All India Trinamool Congress,MIMI CHAKRABORTY,23,87
West Bengal,Jalpaiguri,760145,50.65,Bharatiya Janata Party,Dr. JAYANTA KUMAR ROY,23,87
West Bengal,Jangipur,562838,43.15,All India Trinamool Congress,KHALILUR RAHAMAN,23,87
West Bengal,Jhargram,626583,44.56,Bharatiya Janata Party,Kunar Hembram,23,87
West Bengal,Joynagar,761202,56.13,All India Trinamool Congress,PRATIMA MONDAL,23,87
West Bengal,Kanthi,711872,49.98,All India Trinamool Congress,Adhikari Sisir,23,87
West Bengal,Kolkata Dakshin,573119,47.5,All India Trinamool Congress,Mala Roy,23,87
West Bengal,Kolkata Uttar,474891,49.96,All India Trinamool Congress,BANDYOPADHYAY SUDIP,23,87
West Bengal,Krishnanagar,614872,45,All India Trinamool Congress,MAHUA MOITRA,23,87
West Bengal,Maldaha Dakshin,444270,34.73,Indian National Congress,ABU HASEM KHAN CHOWDHURY (DALU),23,87
West Bengal,Maldaha Uttar,509524,37.61,Bharatiya Janata Party,KHAGEN MURMU,23,87
West Bengal,Mathurapur,726828,51.84,All India Trinamool Congress,CHOUDHURY MOHAN JATUA,23,87
West Bengal,Medinipur,685433,48.62,Bharatiya Janata Party,Dilip Ghosh,23,87
West Bengal,Murshidabad,604346,41.57,All India Trinamool Congress,ABU TAHER KHAN,23,87
West Bengal,Purulia,668107,49.3,Bharatiya Janata Party,JYOTIRMAY SINGH MAHATO,23,87
West Bengal,Raiganj,511652,40.06,Bharatiya Janata Party,DEBASREE CHAUDHURI,23,87
West Bengal,Ranaghat,783253,52.78,Bharatiya Janata Party,JAGANNATH SARKAR,23,87
West Bengal,Srerampur,637707,45.5,All India Trinamool Congress,KALYAN BANERJEE,23,87
West Bengal,Tamluk,724433,50.08,All India Trinamool Congress,Adhikari Dibyendu,23,87
West Bengal,Uluberia,694945,53,All India Trinamool Congress,SAJDA AHMED,23,87
