State,Constituency,Votes,Percentage,Party,Candidate,latitude,longitude
Uttarakhand,Hardwar,665674,52.37,Bharatiya Janata Party,Ramesh Pokhriyal 'Nishank',29.98,78.16
Uttarakhand,Nainital udhamsingh Nagar,772195,61.35,Bharatiya Janata Party,Ajay Bhatt,29.98,78.16
Uttarakhand,Tehri Garhwal,565333,64.53,Bharatiya Janata Party,MALA RAJYA LAXMI SHAH,29.87,77.89
West Bengal,Alipurduars,750804,54.4,Bharatiya Janata Party,JOHN BARLA,26.5,89.53
West Bengal,Arambagh,649929,44.15,All India Trinamool Congress,APARUPA PODDAR (AFRIN ALI),22.8765,87.791
West Bengal,Asansol,633378,51.16,Bharatiya Janata Party,BABUL SUPRIYO,23.6889,86.9661
West Bengal,Baharampur,591106,45.47,Indian National Congress,ADHIR RANJAN CHOWDHURY,24.1,88.24
West Bengal,Balurghat,539317,45.02,Bharatiya Janata Party,Sukanta Majumdar,25.23,88.77
West Bengal,Bangaon,687622,48.85,Bharatiya Janata Party,SHANTANU THAKUR,23.05,88.83
West Bengal,Bankura,675319,49.23,Bharatiya Janata Party,DR. SUBHAS SARKAR,23.24,87.07
West Bengal,Barasat,648084,46.47,All India Trinamool Congress,Dr. Kakoli Ghoshdastidar,22.58,88.31
West Bengal,Bardhaman Durgapur,598376,41.76,Bharatiya Janata Party,S.S AHLUWALIA,23.24,87.86
West Bengal,Bardhaman Purba,640834,44.52,All India Trinamool Congress,SUNIL KUMAR MONDAL,23.24,87.86
West Bengal,Barrackpore,472994,42.82,Bharatiya Janata Party,ARJUN SINGH,22.58,88.31
West Bengal,Basirhat,782078,54.56,All India Trinamool Congress,Nusrat Jahan Ruhi,22.66,88.35
West Bengal,Birbhum,654077,45.13,All India Trinamool Congress,SATABDI ROY,22.66,88.35
West Bengal,Bishnupur,657019,46.25,Bharatiya Janata Party,KHAN SAUMITRA,23.08,87.33
West Bengal,Bolpur,699171,47.85,All India Trinamool Congress,ASIT KUMAR MAL,23.67,87.7
West Bengal,Cooch behar,731594,47.98,Bharatiya Janata Party,NISITH PRAMANIK,26.34,89.44
West Bengal,Darjeeling,750067,59.19,Bharatiya Janata Party,RAJU BISTA,27.05,88.26
West Bengal,Diamond harbour,791127,56.15,All India Trinamool Congress,ABHISHEK BANERJEE,22.19,88.18
West Bengal,Dum dum,512062,42.51,All India Trinamool Congress,SOUGATA RAY,22.63,88.42
West Bengal,Ghatal,717959,48.22,All India Trinamool Congress,ADHIKARI DEEPAK (DEV),22.67,87.72
West Bengal,Hooghly,671448,46.06,Bharatiya Janata Party,LOCKET CHATTERJEE,22.89,88.24
West Bengal,Howrah,576711,47.18,All India Trinamool Congress,Prasun Banerjee,22.58,88.33
West Bengal,Jadavpur,688472,47.91,All India Trinamool Congress,MIMI CHAKRABORTY,22.84,88.62
West Bengal,Jalpaiguri,760145,50.65,Bharatiya Janata Party,Dr. JAYANTA KUMAR ROY,26.52,88.72
West Bengal,Jangipur,562838,43.15,All India Trinamool Congress,KHALILUR RAHAMAN,24.47,88.07
West Bengal,Jhargram,626583,44.56,Bharatiya Janata Party,Kunar Hembram,22.45,86.98
West Bengal,Joynagar,761202,56.13,All India Trinamool Congress,PRATIMA MONDAL,24.47,88.07
West Bengal,Kanthi,711872,49.98,All India Trinamool Congress,Adhikari Sisir,23.95,88.03
West Bengal,Kolkata Dakshin,573119,47.5,All India Trinamool Congress,Mala Roy,23.95,88.03
West Bengal,Kolkata Uttar,474891,49.96,All India Trinamool Congress,BANDYOPADHYAY SUDIP,23.1,87.9
West Bengal,Krishnanagar,614872,45,All India Trinamool Congress,MAHUA MOITRA,23.41,88.51
West Bengal,Maldaha Dakshin,444270,34.73,Indian National Congress,ABU HASEM KHAN CHOWDHURY (DALU),22.77,88.36
West Bengal,Maldaha Uttar,509524,37.61,Bharatiya Janata Party,KHAGEN MURMU,22.77,88.36
West Bengal,Mathurapur,726828,51.84,All India Trinamool Congress,CHOUDHURY MOHAN JATUA,23.95,88.03
West Bengal,Medinipur,685433,48.62,Bharatiya Janata Party,Dilip Ghosh,22.33,87.25
West Bengal,Murshidabad,604346,41.57,All India Trinamool Congress,ABU TAHER KHAN,22.7,88.45
West Bengal,Purulia,668107,49.3,Bharatiya Janata Party,JYOTIRMAY SINGH MAHATO,23.34,88.5
West Bengal,Raiganj,511652,40.06,Bharatiya Janata Party,DEBASREE CHAUDHURI,25.62,88.12
West Bengal,Ranaghat,783253,52.78,Bharatiya Janata Party,JAGANNATH SARKAR,23.19,88.58
West Bengal,Srerampur,637707,45.5,All India Trinamool Congress,KALYAN BANERJEE,23.26,88.44
West Bengal,Tamluk,724433,50.08,All India Trinamool Congress,Adhikari Dibyendu,22.74,88.38
West Bengal,Uluberia,694945,53,All India Trinamool Congress,SAJDA AHMED,22.47,88.11
